Brand Name,Generic Name (Salt),Strength,Dosage Form,Company Name,MRP (INR),Pack Size,Uses,Category
Lorazepam DS 3173,Lorazepam,150 mg,Tablet,Alkem Laboratories Ltd,35.0,Strip of 10,Anxiety and insomnia,Anxiolytic
Lorazepam Forte 3174,Lorazepam,650 mg,Capsule,Biocon Ltd,77.0,Strip of 10,Anxiety and insomnia,Anxiolytic
Paracetamol XR 3175,Paracetamol,50 mg,Oral Suspension,Biocon Ltd,34.0,Bottle of 150 ml,Fever and mild to moderate pain relief,Painkiller
Ofloxacin 3176,Ofloxacin,5 mg,Capsule,Alembic Pharmaceuticals Ltd,21.5,Strip of 20,Bacterial infections of urinary and respiratory tract,Antibiotic
Fluconazole 3177,Fluconazole,1000 IU,Capsule,Lupin Ltd,47.0,Strip of 10,Fungal infections,Antifungal
Rabeprazole Forte 3178,Rabeprazole,10 mg,Injection,Cadila Pharmaceuticals Ltd,50.0,Vial of 5 ml,Acidity and reflux disease,Acidity Regulator
Fluoxetine 250 3179,Fluoxetine,400 IU,Drops,Alkem Laboratories Ltd,34.0,Bottle of 5 ml,"Depression, OCD and bulimia nervosa",Antidepressant
Iron SR 3180,Iron Fumarate,10 mg,Capsule,Pfizer Ltd,24.5,Strip of 30,Iron deficiency anemia,Supplement
Salbutamol Forte 3181,Salbutamol,10 mg,Oral Suspension,Pfizer Ltd,35.0,Bottle of 60 ml,Asthma and bronchospasm,Respiratory
Olanzapine 500 3182,Olanzapine,150 mg,Tablet,Jubilant Pharmova Ltd,44.5,Strip of 30,Schizophrenia and bipolar disorder,Antipsychotic
Atorvastatin Forte 3183,Atorvastatin,75 mg,Ointment,Cadila Pharmaceuticals Ltd,17.0,Tube of 20 gm,High cholesterol and prevention of cardiovascular disease,Cholesterol Regulator
Ciprofloxacin XR 3184,Ciprofloxacin,5 mg,Cream,Biocon Ltd,18.5,Tube of 20 gm,Urinary tract and gastrointestinal infections,Antibiotic
Ofloxacin Max 3185,Ofloxacin,650 mg,Capsule,Sanofi India Ltd,45.0,Strip of 10,Bacterial infections of urinary and respiratory tract,Antibiotic
Tramadol XR 3186,Tramadol,1000 IU,Syrup,Zydus Lifesciences Ltd,81.5,Bottle of 200 ml,Moderate to severe pain,Painkiller
Amoxicillin 250 3187,Amoxicillin,100 mg/5 ml,Syrup,Sanofi India Ltd,22.5,Bottle of 100 ml,"Bacterial infections of respiratory tract, ear, nose and throat",Antibiotic
Atenolol 250 3188,Atenolol,1000 IU,Syrup,Dr. Reddy's Laboratories Ltd,105.5,Bottle of 150 ml,High blood pressure and chest pain,Blood Pressure Regulator
Metformin Plus 3189,Metformin,500 mg,Cream,Cipla Ltd,58.0,Tube of 30 gm,Type 2 diabetes mellitus,Antidiabetic
Aspirin Max 3190,Aspirin,150 mg,Oral Suspension,Jubilant Pharmova Ltd,38.0,Bottle of 150 ml,Pain relief and prevention of heart attack and stroke,Painkiller / Blood Thinner
Cefixime Forte 3191,Cefixime,650 mg,Ointment,Cipla Ltd,60.0,Tube of 10 gm,Bacterial infections including urinary tract and respiratory infections,Antibiotic
Rabeprazole Max 3192,Rabeprazole,10 mg,Gel,Sun Pharmaceutical Industries Ltd,12.0,Tube of 30 gm,Acidity and reflux disease,Acidity Regulator
Montelukast Plus 3193,Montelukast,50 mg,Cream,Ipca Laboratories Ltd,21.0,Tube of 20 gm,Asthma and allergic rhinitis,Respiratory
Sertraline SR 3194,Sertraline,250 mg/5 ml,Injection,Lupin Ltd,135.5,Vial of 2 ml,Depression and anxiety disorders,Antidepressant
Budesonide Advance 3195,Budesonide,10 mg,Ointment,Sun Pharmaceutical Industries Ltd,16.0,Tube of 10 gm,Asthma and inflammatory bowel disease,Respiratory
Vitamin Advance 3196,Vitamin D3,20 mg/5 ml,Gel,Intas Pharmaceuticals Ltd,19.5,Tube of 10 gm,Vitamin D deficiency and bone health,Supplement
Salbutamol SR 3197,Salbutamol,20 mg,Syrup,Ipca Laboratories Ltd,34.0,Bottle of 150 ml,Asthma and bronchospasm,Respiratory
B-complex 500 3198,B-complex,250 mg/5 ml,Drops,Intas Pharmaceuticals Ltd,67.5,Bottle of 10 ml,Vitamin B deficiency and weakness,Supplement
Omeprazole XR 3199,Omeprazole,150 mg,Oral Suspension,Jubilant Pharmova Ltd,27.5,Bottle of 200 ml,"Acidity, peptic ulcer and GERD",Acidity Regulator
Omeprazole 3200,Omeprazole,40 mg,Gel,Alkem Laboratories Ltd,19.5,Tube of 30 gm,"Acidity, peptic ulcer and GERD",Acidity Regulator
Clotrimazole 250 3201,Clotrimazole,650 mg,Drops,Lupin Ltd,108.0,Bottle of 10 ml,Fungal skin infections,Antifungal
Risperidone Forte 3202,Risperidone,10 mg,Tablet,Mankind Pharma Ltd,22.0,Strip of 10,Schizophrenia and behavioral disorders,Antipsychotic
Glimipiride XR 3203,Glimipiride,10 mg,Gel,Jubilant Pharmova Ltd,16.5,Tube of 20 gm,Type 2 diabetes mellitus,Antidiabetic
Glimipiride 250 3204,Glimipiride,5 mg,Oral Suspension,Alkem Laboratories Ltd,22.0,Bottle of 200 ml,Type 2 diabetes mellitus,Antidiabetic
Iron Forte 3205,Iron Fumarate,40 mg,Tablet,Lupin Ltd,24.5,Strip of 10,Iron deficiency anemia,Supplement
B-complex SR 3206,B-complex,200 mg,Capsule,Alkem Laboratories Ltd,26.5,Strip of 30,Vitamin B deficiency and weakness,Supplement
Amoxicillin DS 3207,Amoxicillin,50 mg,Syrup,Sanofi India Ltd,35.5,Bottle of 100 ml,"Bacterial infections of respiratory tract, ear, nose and throat",Antibiotic
Cefixime Forte 3208,Cefixime,500 mg,Injection,Glenmark Pharmaceuticals Ltd,224.0,Vial of 1 ml,Bacterial infections including urinary tract and respiratory infections,Antibiotic
Risperidone DS 3209,Risperidone,250 mg/5 ml,Ointment,Cadila Pharmaceuticals Ltd,20.0,Tube of 20 gm,Schizophrenia and behavioral disorders,Antipsychotic
Metformin Advance 3210,Metformin,250 mg,Tablet,Wockhardt Ltd,53.5,Strip of 20,Type 2 diabetes mellitus,Antidiabetic
Pantoprazole Max 3211,Pantoprazole,10 mg,Inhaler,Glenmark Pharmaceuticals Ltd,48.5,Inhaler of 100 doses,"Acidity, heartburn and gastroesophageal reflux disease (GERD)",Acidity Regulator
Clotrimazole XR 3212,Clotrimazole,250 mg,Capsule,Micro Labs Ltd,48.5,Strip of 20,Fungal skin infections,Antifungal
Pantoprazole SR 3213,Pantoprazole,50 mg,Syrup,Intas Pharmaceuticals Ltd,58.0,Bottle of 60 ml,"Acidity, heartburn and gastroesophageal reflux disease (GERD)",Acidity Regulator
Budesonide 250 3214,Budesonide,400 IU,Drops,Torrent Pharmaceuticals Ltd,39.5,Bottle of 15 ml,Asthma and inflammatory bowel disease,Respiratory
Vitamin 500 3215,Vitamin D3,20 mg,Oral Suspension,Glenmark Pharmaceuticals Ltd,17.0,Bottle of 200 ml,Vitamin D deficiency and bone health,Supplement
Clopidogrel 3216,Clopidogrel,20 mg,Syrup,Mankind Pharma Ltd,21.5,Bottle of 100 ml,Prevention of blood clots and stroke,Blood Thinner
Levocetirizine SR 3217,Levocetirizine,650 mg,Cream,Lupin Ltd,67.5,Tube of 10 gm,Allergic rhinitis and urticaria,Antiallergic
Cefixime SR 3218,Cefixime,75 mg,Oral Suspension,Sanofi India Ltd,38.5,Bottle of 200 ml,Bacterial infections including urinary tract and respiratory infections,Antibiotic
Montelukast DS 3219,Montelukast,400 IU,Tablet,Sun Pharmaceutical Industries Ltd,21.0,Strip of 30,Asthma and allergic rhinitis,Respiratory
Fluoxetine 3220,Fluoxetine,250 mg,Syrup,Torrent Pharmaceuticals Ltd,31.5,Bottle of 150 ml,"Depression, OCD and bulimia nervosa",Antidepressant
Losartan Plus 3221,Losartan,100 mg/5 ml,Cream,Torrent Pharmaceuticals Ltd,28.0,Tube of 15 gm,High blood pressure and heart failure,Blood Pressure Regulator
Vitamin 500 3222,Vitamin D3,100 mg,Drops,Sun Pharmaceutical Industries Ltd,40.0,Bottle of 15 ml,Vitamin D deficiency and bone health,Supplement
Aspirin XR 3223,Aspirin,250 mg,Tablet,Lupin Ltd,29.5,Strip of 20,Pain relief and prevention of heart attack and stroke,Painkiller / Blood Thinner
Salbutamol Forte 3224,Salbutamol,100 mg,Tablet,Cadila Pharmaceuticals Ltd,33.5,Strip of 10,Asthma and bronchospasm,Respiratory
Cetirizine DS 3225,Cetirizine,250 mg/5 ml,Tablet,Glenmark Pharmaceuticals Ltd,23.5,Strip of 15,Allergic conditions and sneezing,Antiallergic
Fluconazole XR 3226,Fluconazole,250 mg,Cream,Ipca Laboratories Ltd,46.5,Tube of 30 gm,Fungal infections,Antifungal
Gliclazide 3227,Gliclazide,20 mg,Syrup,Lupin Ltd,35.0,Bottle of 150 ml,Type 2 diabetes mellitus,Antidiabetic
Aspirin XR 3228,Aspirin,100 mg/5 ml,Injection,Lupin Ltd,53.5,Vial of 2 ml,Pain relief and prevention of heart attack and stroke,Painkiller / Blood Thinner
Clotrimazole XR 3229,Clotrimazole,400 IU,Capsule,Sun Pharmaceutical Industries Ltd,15.0,Strip of 15,Fungal skin infections,Antifungal
Vitamin Max 3230,Vitamin D3,50 mg,Tablet,Zydus Lifesciences Ltd,24.0,Strip of 15,Vitamin D deficiency and bone health,Supplement
Levocetirizine 250 3231,Levocetirizine,50 mg,Ointment,Dr. Reddy's Laboratories Ltd,15.5,Tube of 20 gm,Allergic rhinitis and urticaria,Antiallergic
Levocetirizine DS 3232,Levocetirizine,40 mg,Oral Suspension,Dr. Reddy's Laboratories Ltd,39.0,Bottle of 60 ml,Allergic rhinitis and urticaria,Antiallergic
Budesonide XR 3233,Budesonide,75 mg,Injection,Cadila Pharmaceuticals Ltd,111.0,Vial of 10 ml,Asthma and inflammatory bowel disease,Respiratory
B-complex 250 3234,B-complex,10 mg,Tablet,Glenmark Pharmaceuticals Ltd,23.0,Strip of 20,Vitamin B deficiency and weakness,Supplement
Aspirin XR 3235,Aspirin,5 mg,Capsule,Torrent Pharmaceuticals Ltd,18.0,Strip of 30,Pain relief and prevention of heart attack and stroke,Painkiller / Blood Thinner
Formoterol Max 3236,Formoterol,100 mg,Injection,Torrent Pharmaceuticals Ltd,116.0,Vial of 5 ml,Asthma and COPD,Respiratory
Budesonide 250 3237,Budesonide,200 mg,Drops,Lupin Ltd,16.0,Bottle of 5 ml,Asthma and inflammatory bowel disease,Respiratory
Pantoprazole SR 3238,Pantoprazole,650 mg,Inhaler,Abbott India Ltd,177.0,Inhaler of 60 doses,"Acidity, heartburn and gastroesophageal reflux disease (GERD)",Acidity Regulator
Ibuprofen Advance 3239,Ibuprofen,20 mg/5 ml,Cream,Mankind Pharma Ltd,22.0,Tube of 30 gm,"Pain, inflammation and fever",Painkiller
Telmisartan 250 3240,Telmisartan,100 mg/5 ml,Gel,Ipca Laboratories Ltd,18.0,Tube of 30 gm,Hypertension and cardiovascular risk reduction,Blood Pressure Regulator
Ciprofloxacin SR 3241,Ciprofloxacin,100 mg,Tablet,Ipca Laboratories Ltd,23.0,Strip of 30,Urinary tract and gastrointestinal infections,Antibiotic
Telmisartan XR 3242,Telmisartan,1000 IU,Tablet,Zydus Lifesciences Ltd,79.5,Strip of 10,Hypertension and cardiovascular risk reduction,Blood Pressure Regulator
Salbutamol Max 3243,Salbutamol,250 mg,Capsule,Wockhardt Ltd,45.0,Strip of 15,Asthma and bronchospasm,Respiratory
Atorvastatin 3244,Atorvastatin,75 mg,Cream,Cipla Ltd,24.0,Tube of 15 gm,High cholesterol and prevention of cardiovascular disease,Cholesterol Regulator
Folic 500 3245,Folic Acid,50 mg,Inhaler,Alkem Laboratories Ltd,118.5,Inhaler of 120 doses,Folic acid deficiency and pregnancy support,Supplement
Fluconazole Max 3246,Fluconazole,1000 IU,Injection,Alembic Pharmaceuticals Ltd,157.5,Vial of 1 ml,Fungal infections,Antifungal
Glimipiride Advance 3247,Glimipiride,650 mg,Syrup,Zydus Lifesciences Ltd,117.5,Bottle of 200 ml,Type 2 diabetes mellitus,Antidiabetic
Aspirin DS 3248,Aspirin,100 mg/5 ml,Injection,Glenmark Pharmaceuticals Ltd,98.5,Vial of 1 ml,Pain relief and prevention of heart attack and stroke,Painkiller / Blood Thinner
Ibuprofen XR 3249,Ibuprofen,20 mg,Capsule,Alkem Laboratories Ltd,23.5,Strip of 15,"Pain, inflammation and fever",Painkiller
Paracetamol Forte 3250,Paracetamol,150 mg,Ointment,Sun Pharmaceutical Industries Ltd,32.0,Tube of 10 gm,Fever and mild to moderate pain relief,Painkiller
Azithromycin SR 3251,Azithromycin,100 mg,Tablet,Jubilant Pharmova Ltd,26.5,Strip of 20,Bacterial infections including respiratory and skin infections,Antibiotic
Lorazepam Advance 3252,Lorazepam,250 mg/5 ml,Cream,Zydus Lifesciences Ltd,23.5,Tube of 10 gm,Anxiety and insomnia,Anxiolytic
Paracetamol Advance 3253,Paracetamol,1000 IU,Drops,Biocon Ltd,120.0,Bottle of 5 ml,Fever and mild to moderate pain relief,Painkiller
Telmisartan 3254,Telmisartan,20 mg/5 ml,Capsule,Sun Pharmaceutical Industries Ltd,21.5,Strip of 10,Hypertension and cardiovascular risk reduction,Blood Pressure Regulator
Ciprofloxacin DS 3255,Ciprofloxacin,50 mg,Inhaler,Zydus Lifesciences Ltd,96.5,Inhaler of 100 doses,Urinary tract and gastrointestinal infections,Antibiotic
Insulin 3256,Insulin Glargine,250 mg/5 ml,Inhaler,Micro Labs Ltd,99.0,Inhaler of 120 doses,Long-acting insulin for diabetes mellitus,Antidiabetic
Clopidogrel 250 3257,Clopidogrel,500 mg,Drops,Jubilant Pharmova Ltd,81.0,Bottle of 10 ml,Prevention of blood clots and stroke,Blood Thinner
Ciprofloxacin 3258,Ciprofloxacin,250 mg,Oral Suspension,Cipla Ltd,76.0,Bottle of 150 ml,Urinary tract and gastrointestinal infections,Antibiotic
Sertraline Plus 3259,Sertraline,5 mg,Oral Suspension,Alembic Pharmaceuticals Ltd,37.5,Bottle of 100 ml,Depression and anxiety disorders,Antidepressant
Iron Plus 3260,Iron Fumarate,650 mg,Capsule,Ipca Laboratories Ltd,49.0,Strip of 20,Iron deficiency anemia,Supplement
Fluoxetine DS 3261,Fluoxetine,150 mg,Injection,Ipca Laboratories Ltd,102.0,Vial of 5 ml,"Depression, OCD and bulimia nervosa",Antidepressant
Diclofenac 3262,Diclofenac,10 mg,Tablet,Intas Pharmaceuticals Ltd,11.5,Strip of 15,Pain and inflammation in arthritis and musculoskeletal conditions,Painkiller
Aspirin 250 3263,Aspirin,40 mg,Oral Suspension,Alembic Pharmaceuticals Ltd,15.5,Bottle of 150 ml,Pain relief and prevention of heart attack and stroke,Painkiller / Blood Thinner
Ciprofloxacin Advance 3264,Ciprofloxacin,40 mg,Inhaler,Mankind Pharma Ltd,74.5,Inhaler of 120 doses,Urinary tract and gastrointestinal infections,Antibiotic
Folic 3265,Folic Acid,250 mg/5 ml,Cream,Torrent Pharmaceuticals Ltd,23.0,Tube of 15 gm,Folic acid deficiency and pregnancy support,Supplement
Metoprolol Plus 3266,Metoprolol,50 mg,Tablet,Jubilant Pharmova Ltd,35.5,Strip of 15,"Hypertension, angina and heart failure",Blood Pressure Regulator
Rabeprazole Advance 3267,Rabeprazole,1000 IU,Oral Suspension,Cadila Pharmaceuticals Ltd,114.0,Bottle of 150 ml,Acidity and reflux disease,Acidity Regulator
Paracetamol 3268,Paracetamol,20 mg/5 ml,Syrup,Torrent Pharmaceuticals Ltd,28.5,Bottle of 60 ml,Fever and mild to moderate pain relief,Painkiller
Gliclazide XR 3269,Gliclazide,150 mg,Injection,Torrent Pharmaceuticals Ltd,62.0,Vial of 5 ml,Type 2 diabetes mellitus,Antidiabetic
Hydroxychloroquine DS 3270,Hydroxychloroquine,100 mg/5 ml,Oral Suspension,Mankind Pharma Ltd,58.0,Bottle of 100 ml,Rheumatoid arthritis and malaria,Anti-inflammatory / Antimalarial
Ofloxacin Max 3271,Ofloxacin,100 mg,Gel,Sun Pharmaceutical Industries Ltd,17.0,Tube of 10 gm,Bacterial infections of urinary and respiratory tract,Antibiotic
Clotrimazole SR 3272,Clotrimazole,150 mg,Syrup,Lupin Ltd,27.0,Bottle of 200 ml,Fungal skin infections,Antifungal
Metformin Advance 3273,Metformin,150 mg,Syrup,Pfizer Ltd,23.0,Bottle of 200 ml,Type 2 diabetes mellitus,Antidiabetic
Omeprazole Advance 3274,Omeprazole,250 mg,Tablet,Cadila Pharmaceuticals Ltd,27.0,Strip of 10,"Acidity, peptic ulcer and GERD",Acidity Regulator
Telmisartan 3275,Telmisartan,100 mg/5 ml,Cream,Sun Pharmaceutical Industries Ltd,17.0,Tube of 15 gm,Hypertension and cardiovascular risk reduction,Blood Pressure Regulator
Thyroxine 3276,Thyroxine,250 mg/5 ml,Syrup,Dr. Reddy's Laboratories Ltd,34.5,Bottle of 100 ml,Hypothyroidism,Hormone Regulator
Cetirizine 500 3277,Cetirizine,100 mg/5 ml,Syrup,Dr. Reddy's Laboratories Ltd,26.0,Bottle of 60 ml,Allergic conditions and sneezing,Antiallergic
Nimesulide XR 3278,Nimesulide,200 mg,Injection,Sun Pharmaceutical Industries Ltd,67.0,Vial of 10 ml,Pain and inflammation,General Use
Alprazolam Max 3279,Alprazolam,5 mg,Ointment,Intas Pharmaceuticals Ltd,15.5,Tube of 10 gm,Anxiety and panic disorders,Anxiolytic
Clopidogrel 250 3280,Clopidogrel,50 mg,Syrup,Cadila Pharmaceuticals Ltd,59.5,Bottle of 150 ml,Prevention of blood clots and stroke,Blood Thinner
Ciprofloxacin Plus 3281,Ciprofloxacin,650 mg,Tablet,Micro Labs Ltd,50.0,Strip of 10,Urinary tract and gastrointestinal infections,Antibiotic
Levofloxacin XR 3282,Levofloxacin,10 mg,Gel,Mankind Pharma Ltd,22.5,Tube of 20 gm,Bacterial infections including pneumonia and sinusitis,Antibiotic
Losartan XR 3283,Losartan,100 mg/5 ml,Ointment,Dr. Reddy's Laboratories Ltd,37.5,Tube of 15 gm,High blood pressure and heart failure,Blood Pressure Regulator
Ibuprofen XR 3284,Ibuprofen,650 mg,Ointment,Torrent Pharmaceuticals Ltd,60.0,Tube of 15 gm,"Pain, inflammation and fever",Painkiller
Folic 250 3285,Folic Acid,100 mg,Gel,Ipca Laboratories Ltd,34.0,Tube of 30 gm,Folic acid deficiency and pregnancy support,Supplement
Ofloxacin Max 3286,Ofloxacin,50 mg,Cream,Torrent Pharmaceuticals Ltd,37.0,Tube of 30 gm,Bacterial infections of urinary and respiratory tract,Antibiotic
Vitamin Max 3287,Vitamin D3,250 mg/5 ml,Drops,Ipca Laboratories Ltd,69.5,Bottle of 10 ml,Vitamin D deficiency and bone health,Supplement
Insulin Advance 3288,Insulin Aspart,500 mg,Gel,Glenmark Pharmaceuticals Ltd,32.5,Tube of 15 gm,Rapid-acting insulin for diabetes mellitus,Antidiabetic
Levofloxacin Plus 3289,Levofloxacin,250 mg,Tablet,Alembic Pharmaceuticals Ltd,52.5,Strip of 20,Bacterial infections including pneumonia and sinusitis,Antibiotic
Glimipiride DS 3290,Glimipiride,400 IU,Inhaler,Mankind Pharma Ltd,36.5,Inhaler of 120 doses,Type 2 diabetes mellitus,Antidiabetic
Metoprolol Max 3291,Metoprolol,75 mg,Oral Suspension,Cipla Ltd,49.5,Bottle of 200 ml,"Hypertension, angina and heart failure",Blood Pressure Regulator
Clotrimazole Plus 3292,Clotrimazole,650 mg,Syrup,Torrent Pharmaceuticals Ltd,70.0,Bottle of 200 ml,Fungal skin infections,Antifungal
Telmisartan 500 3293,Telmisartan,200 mg,Inhaler,Glenmark Pharmaceuticals Ltd,43.0,Inhaler of 100 doses,Hypertension and cardiovascular risk reduction,Blood Pressure Regulator
Amoxicillin Plus 3294,Amoxicillin,40 mg,Cream,Mankind Pharma Ltd,21.5,Tube of 10 gm,"Bacterial infections of respiratory tract, ear, nose and throat",Antibiotic
Tramadol SR 3295,Tramadol,400 IU,Inhaler,Alkem Laboratories Ltd,57.5,Inhaler of 100 doses,Moderate to severe pain,Painkiller
Insulin Forte 3296,Insulin Glargine,100 mg,Oral Suspension,Alembic Pharmaceuticals Ltd,34.0,Bottle of 150 ml,Long-acting insulin for diabetes mellitus,Antidiabetic
Sertraline SR 3297,Sertraline,75 mg,Inhaler,Ipca Laboratories Ltd,105.5,Inhaler of 60 doses,Depression and anxiety disorders,Antidepressant
Thyroxine 250 3298,Thyroxine,40 mg,Drops,Biocon Ltd,28.5,Bottle of 10 ml,Hypothyroidism,Hormone Regulator
Folic Plus 3299,Folic Acid,100 mg,Injection,Pfizer Ltd,106.0,Vial of 1 ml,Folic acid deficiency and pregnancy support,Supplement
Levocetirizine Max 3300,Levocetirizine,20 mg,Capsule,Pfizer Ltd,14.0,Strip of 20,Allergic rhinitis and urticaria,Antiallergic
Atorvastatin Plus 3301,Atorvastatin,5 mg,Syrup,Sun Pharmaceutical Industries Ltd,32.5,Bottle of 60 ml,High cholesterol and prevention of cardiovascular disease,Cholesterol Regulator
Clopidogrel 3302,Clopidogrel,1000 IU,Inhaler,Alembic Pharmaceuticals Ltd,213.5,Inhaler of 100 doses,Prevention of blood clots and stroke,Blood Thinner
Gliclazide 250 3303,Gliclazide,650 mg,Syrup,Ipca Laboratories Ltd,49.0,Bottle of 60 ml,Type 2 diabetes mellitus,Antidiabetic
Cetirizine Plus 3304,Cetirizine,250 mg,Syrup,Alkem Laboratories Ltd,59.5,Bottle of 60 ml,Allergic conditions and sneezing,Antiallergic
Atorvastatin 3305,Atorvastatin,40 mg,Capsule,Cipla Ltd,14.0,Strip of 30,High cholesterol and prevention of cardiovascular disease,Cholesterol Regulator
Omeprazole Plus 3306,Omeprazole,650 mg,Oral Suspension,Wockhardt Ltd,89.0,Bottle of 200 ml,"Acidity, peptic ulcer and GERD",Acidity Regulator
Alprazolam Plus 3307,Alprazolam,100 mg/5 ml,Drops,Cipla Ltd,55.5,Bottle of 10 ml,Anxiety and panic disorders,Anxiolytic
Diclofenac Max 3308,Diclofenac,250 mg,Ointment,Ipca Laboratories Ltd,23.0,Tube of 20 gm,Pain and inflammation in arthritis and musculoskeletal conditions,Painkiller
Hydroxychloroquine 500 3309,Hydroxychloroquine,1000 IU,Gel,Abbott India Ltd,71.5,Tube of 10 gm,Rheumatoid arthritis and malaria,Anti-inflammatory / Antimalarial
Metformin Forte 3310,Metformin,250 mg/5 ml,Oral Suspension,Abbott India Ltd,47.0,Bottle of 100 ml,Type 2 diabetes mellitus,Antidiabetic
Olanzapine DS 3311,Olanzapine,100 mg,Capsule,Wockhardt Ltd,31.5,Strip of 30,Schizophrenia and bipolar disorder,Antipsychotic
Thyroxine XR 3312,Thyroxine,400 IU,Tablet,Torrent Pharmaceuticals Ltd,22.0,Strip of 10,Hypothyroidism,Hormone Regulator
Olanzapine 250 3313,Olanzapine,250 mg/5 ml,Oral Suspension,Lupin Ltd,35.5,Bottle of 60 ml,Schizophrenia and bipolar disorder,Antipsychotic
Clotrimazole XR 3314,Clotrimazole,650 mg,Drops,Micro Labs Ltd,118.0,Bottle of 5 ml,Fungal skin infections,Antifungal
Rabeprazole XR 3315,Rabeprazole,20 mg/5 ml,Oral Suspension,Intas Pharmaceuticals Ltd,27.5,Bottle of 60 ml,Acidity and reflux disease,Acidity Regulator
Fluconazole Forte 3316,Fluconazole,400 IU,Oral Suspension,Abbott India Ltd,16.0,Bottle of 200 ml,Fungal infections,Antifungal
Clotrimazole Max 3317,Clotrimazole,100 mg,Capsule,Glenmark Pharmaceuticals Ltd,31.5,Strip of 20,Fungal skin infections,Antifungal
Ofloxacin 3318,Ofloxacin,1000 IU,Gel,Cipla Ltd,37.5,Tube of 20 gm,Bacterial infections of urinary and respiratory tract,Antibiotic
Tramadol Forte 3319,Tramadol,10 mg,Injection,Torrent Pharmaceuticals Ltd,74.0,Vial of 2 ml,Moderate to severe pain,Painkiller
